src_id,dst_id
27862,8048
43364,8612
11404,15301
39636,6939
201764,8220
263073,61568
43736,8953
208936,48293
50673,55799
45629,4637
50629,8778
132043,55824
198913,58057
328557,37084
204326,6939
42909,61292
20804,32261
268302,4230
38861,55781
18325,4766
19220,6327
174,47744
265996,61568
1239,13208
63888,9930
56704,62199
202635,2586
16991,6181
10013,6939
44684,8608
17639,24516
133195,9658
11404,3601
20804,42619
43727,49673
262957,264255
136557,203061
13030,8607
202375,202766
146008,38255
174,28118
22773,39948
17639,34549
18211,4657
13722,23033
31042,3333
15830,57257
16904,33274
22787,9304
38321,9255
265135,268775
1547,48858
16174,39326
268415,6939
19397,7029
30827,44366
20940,30997
4826,9534
137095,140165
2614,3356
174,209620
13925,63479
15924,47123
2119,42201
15704,207628
201054,51960
144305,38255
142341,55655
39063,48362
12578,61218
134006,140201
174,30140
29076,8359
12779,47172
14630,9002
211044,58057
44684,6894
20764,43267
39351,50628
15598,41327
58394,7713
24490,9270
15042,54797
135857,9498
11172,3549
263639,264470
52567,53181
29075,60362
10242,2914
205871,49420
1273,57976
37503,8657
205963,8492
46135,577
37721,9354
3356,53169
143741,38255
41327,4134
14282,270495
4657,58188
174,198507
15974,8485
29954,33491
327786,9129
28773,35325
3614,703
26229,32787
209720,29031
3356,54511
14920,32787
212508,50629
9457,9771
12387,1239
41327,43578
3356,395505
200994,35280
262352,271265
209592,48858
13978,209
267077,52573
328145,37662
14958,701
137857,9304
2914,32388
211776,44103
56655,8399
12941,35710
134045,45117
262615,263939
41327,60299
201026,8220
15830,39305
147259,9730
137994,18024
15544,56910
57069,57707
212508,49296
29049,42708
201290,48362
3303,60059
174,393303
62260,8764
18675,399395
30937,3257
35598,48276
16947,46887
22689,268543
13330,3356
20554,31033
200020,3216
41400,6939
17650,5511
21859,34984
174,394563
264070,28191
263344,61689
3292,56496
135423,142649
196826,201054
201054,33923
15830,29513
48964,56932
31186,9145
54004,62677
3303,50609
34655,50300
17378,53528
207995,34549
14810,7029
25291,58057
15412,24961
17593,4766
196925,34549
212559,28716
208687,3356
33651,6379
201697,31027
24492,33891
8894,9498
12389,4134
14259,266715
35858,7018
263427,270346
2914,30844
62776,7015
17386,7018
24961,29075
51313,6939
23956,65521
2200,44850
28338,58299
131170,9498
13005,58057
30844,5459
12389,206710
209,395476
393592,46435
17960,2907
203374,44217
18450,6762
1239,25011
49124,49673
34854,49910
397990,58057
212034,34854
25408,45051
262462,264553
1299,18622
200313,57043
270750,61588
22220,6461
12145,54060
27628,6327
197535,198918
132884,137467
3549,395289
264386,61689
210902,50131
208899,9155
13789,32674
36479,803
34854,36994
19905,397688
197875,25248
27064,5972
16669,6905
11992,18895
22120,2828
209,46594
25933,262891
1299,54509
268235,270816
12271,32225
6939,8554
12332,12389
327901,6939
23908,9318
138840,141921
174,31852
204772,2852
14877,398537
22713,701
198271,49102
3786,4790
141714,4621
209333,43531
262979,35280
34779,41327
3688,46887
49290,49420
19009,53715
206774,50629
25143,3255
41776,42861
211304,8220
29695,50272
1239,20836
36914,6939
3549,46926
35710,50384
23550,262188
133198,18233
35313,42909
1239,204809
205413,44103
209371,43260
271848,7049
34516,58057
20485,60290
174,32360
41327,58307
18978,3303
12741,202100
1237,55616
34854,50072
45485,9729
17035,54004
51057,8399
60349,61437
131091,174
131603,17408
33620,54004
174,200797
211307,6939
174,34788
174,203480
202133,6830
14589,21817
266413,267443
34854,9145
23520,27910
17559,7575
15830,59750
265326,8167
269372,52688
25926,40676
20115,63108
50340,52016
23984,4755
395322,812
174,29165
14204,22356
174,54650
17378,400403
37497,41327
6891,6981
267530,3356
33668,393673
34123,50435
10823,3356
31790,33491
10099,6939
33030,600
207906,49835
30781,42947
37271,8732
145067,38255
201426,201942
31287,48362
328249,328442
33100,7018
34788,35710
265634,52409
56662,8544
19564,32440
20647,3320
208607,39305
10362,3549
174,47704
15164,23363
198330,43100
24724,35280
174,25645
141710,24183
20810,35710
42910,59674
3216,48945
10778,18747
327901,328533
268960,270409
34549,60800
28968,8242
20764,51093
47677,49063
4657,56665
31133,62283
208725,39923
1103,57653
50629,8369
53568,600
138678,4775
45765,9498
398089,5650
1874,7018
29075,48920
198736,50629
262393,266931
34854,44570
210245,47442
5397,6939
29838,397810
196819,35710
1103,23889
265175,30844
35280,8995
12956,5511
199020,57233
267776,3549
46010,4766
35710,8648
271134,28306
11939,6939
50180,8412
14070,701
210341,48362
22469,3356
34939,35487
4780,9304
136886,45305
136814,55410
24638,41327
29226,34052
15830,25251
17639,8319
45474,55720
271161,4230
206549,3320
15412,31216
2734,395520
18592,3484
3786,9637
33130,6939
15704,31025
12883,205188
262604,270557
20413,46224
32175,33652
3333,60924
12302,39124
43542,57288
11835,266058
13360,3257
3491,9925
137048,137491
133727,137591
12389,42104
40265,7018
12552,38956
18165,7474
12668,211618
200390,43226
174,397384
38680,9457
202549,8437
2119,33353
3856,852
24785,47112
136533,24321
35104,59498
19257,3491
197481,48648
10798,328436
42745,60726
3216,64049
198442,43372
262907,35280
44334,6939
394964,7018
28283,61770
396998,9930
22909,23296
24516,38716
25091,37558
3333,41692
26307,40948
39392,57728
58294,9002
12389,64050
22652,46562
136792,17819
35280,61888
14203,3356
398044,6939
139997,4761
199356,29535
15830,43872
267554,28189
262509,53059
262686,266925
15826,15830
38260,4637
38720,4755
11096,12060
3786,55631
208085,35710
34854,37282
9318,9683
26245,3257
13249,41435
140895,56006
35994,{20940}
142890,38255
43980,8220
7642,9002
56199,6939
3549,36714
208254,25793
18552,35908
141167,174
328333,65241
45272,55836
199805,50629
22024,6461
1239,199284
137654,4755
197828,6830
1299,34442
199522,3333
25777,7015
25220,35710
11992,14979
57653,7575
23570,4766
18229,38902
40910,7018
174,395127
29632,43996
268623,269041
10595,30475
3170,50629
132789,6939
265379,266320
20764,4657
35280,52997
11596,14190
12639,44600
11562,11694
56330,9049
30356,7018
3216,61324
16735,263312
35708,56758
4847,63691
199498,9050
142088,38272
24115,38456
132132,4826
3659,567
201057,49282
24961,64457
17828,38009
135173,55824
174,203277
207245,5089
262462,265257
1299,47292
206347,50304
135069,63956
41313,41327
25595,37721
48362,9146
132768,17917
138322,45178
20404,55002
35179,8732
61244,6939
11650,14907
47176,6939
140586,147040
28258,6939
136769,55900
32098,400012
146090,38255
10499,46887
146217,38255
37721,8462
20161,399357
205917,4657
1103,206067
49183,9002
1273,1780
197205,6939
2856,29888
264930,269445
3356,41552
14201,9498
264565,266214
19541,6461
48362,61573
131639,134823
29784,3356
10461,1239
141501,4755
22955,2381
22652,32035
142439,45284
1239,20127
28809,8641
135586,4750
3352,47209
263793,52327
2119,2856
198721,49367
19905,54697
17231,30082
136106,45295
265043,35280
35407,50304
262342,267283
39392,62099
198736,50300
37308,37521
10099,131274
29076,62241
39854,5578
3216,34942
28663,398698
17869,3786
20911,41327
201749,202316
209377,24785
47281,5617
4766,9381
20773,398786
14840,44684
206804,3356
3356,63449
34549,59947
15808,327727
18790,3356
12479,15937
51225,51354
1267,198898
21301,32787
22637,54095
35319,9002
197653,3356
48487,6939
65312,7713
10310,50628
50300,50858
268966,52988
13876,30182
10429,264344
35280,50020
24640,35710
21497,59602
11191,3356
136557,138398
11126,25660
263589,265001
262369,265066
11056,46887
39668,5606
3257,35070
41268,6939
1136,29632
10796,19537
133296,147049
144217,38255
52993,61670
14135,19389
15570,40620
21101,30781
208722,29632
15830,29129
134469,6939
15830,34578
50300,8657
33891,62044
205803,8445
205093,3262
60273,8220
17937,4713
50581,58057
30844,42344
44927,6939
30893,61138
197892,50607
41480,58057
138076,7713
149229,9730
14630,3257
18403,58453
25198,7575
15830,25180
25192,30781
136684,9730
22927,270022
201824,39138
28709,41327
45370,9318
12306,3356
50300,7679
143041,38255
13009,198032
174,22926
49242,6939
21161,34549
3491,8641
145438,38255
264668,266783
135354,2516
202547,34779
2153,24
269271,35280
35598,57680
18179,4637
197495,19844
56674,9002
137895,138322
35753,54363
174,25899
13460,3356
50352,6939
4608,63971
264800,271863
263879,270839
200585,3257
135060,17906
1239,51708
25933,268573
200031,201054
20473,397444
22582,3356
9318,9977
53933,812
15133,7470
27421,7015
209510,61317
137650,141542
21859,852
4800,59288
268789,6939
56630,7007
12488,8714
18345,9280
47582,58453
3356,4574
12831,34208
51793,8708
209864,56662
267484,28349
54338,6461
38496,56236
44600,9002
267789,271915
144339,38255
31025,60522
42861,47541
3170,50300
41039,57005
1680,202320
137257,23838
41913,4635
15547,50304
12389,49070
199260,20804
3356,792
42026,6663
10796,399472
19403,3356
213050,50300
1239,206811
138219,23884
20562,213065
27281,34019
25091,51519
15830,50289
197640,33438
1299,14041
133196,58511
24126,4755
1299,394919
205876,24940
3216,51506
13958,63264
45620,9901
367,637
207401,212508
7473,8551
147154,55685
3216,44608
1299,59278
131713,23693
24961,7195
31893,63015
131506,4837
20485,62443
210318,42020
12763,2914
3214,3356
49697,6939
268526,61573
201704,59908
21559,36435
198507,62009
15133,7713
13335,33490
3257,398107
29140,34549
18577,3356
12923,17639
10674,53648
44377,5391
21663,3356
25291,8732
209,6941
1126,30844
1257,199355
3257,32669
1999,3356
265643,52361
19222,3257
31477,62097
23058,37179
47869,48362
268696,61827
10133,9678
143064,38255
198507,203547
34854,51088
202523,39479
270699,53171
211557,396998
33397,3356
58057,61226
52320,52772
174,41695
31242,37721
306,358
268127,8167
15830,39447
204772,29504
15654,6939
20495,29396
45474,6939
10497,209
5539,6939
30998,6762
35280,6233
36204,6461
1756,49100
210644,31500
21042,30781
3549,6091
14907,40317
18260,2907
2683,41327
32928,33667
13886,3223
208563,41051
27630,37721
17922,4844
13739,3257
39251,6453
3356,49882
24088,63731
17830,211876
4455,50300
131477,39120
134054,4755
12912,206957
136654,146936
16246,57399
30952,31376
131761,17995
263388,268895
15247,3257
136933,3223
210177,48239
47957,58057
20473,210842
58682,9230
327965,37012
25091,47645
269420,28329
17990,9930
328316,37721
209,22216
10310,1257
1299,35207
11082,13335
12586,205680
36481,4459
48362,8487
15673,31133
198040,57463
63758,7552
39737,47291
47227,50419
5408,6744
13043,702
3333,8400
199421,3356
47586,51607
14642,6939
35297,50633
50867,6939
202521,32244
138840,141626
16082,3216
37305,6939
64076,9790
196807,8866
209533,34927
48362,50149
17639,29037
134652,23947
16921,26615
31133,62410
4766,9706
33667,398204
26989,4826
198766,59947
23464,7018
25415,58057
2907,55912
1221,24429
47648,6939
14080,263199
144373,38255
48858,57928
264228,271295
6453,8346
3216,44797
268387,6939
262648,4230
32880,6939
213092,24961
44684,6667
20485,51428
210336,8893
174,39694
17819,26178
206472,9051
852,860
210838,50710
1680,33891
267279,35280
139019,4134
174,32413
16735,28158
16019,209055
29226,37721
11333,174
12389,44857
269872,271794
11734,1299
174,52039
264774,7049
136030,138625
40758,812
143125,38255
41024,44587
263009,52993
13004,3223
31027,44508
135309,20473
268747,53013
267286,53013
33941,6939
25248,57904
27997,3549
3216,42529
3399,9009
265792,7303
45732,7713
50304,8647
31477,50470
4635,9930
56655,58002
15830,16117
50629,50655
35710,62023
1103,20799
207168,56534
1221,15133
33154,33345
29632,48467
135395,38008
145154,38255
32208,394437
3356,8422
30844,8943
262493,52989
203969,58299
39351,61282
267526,3356
265291,268696
205881,9002
41114,6762
35280,55581
26521,33287
55720,64050
139780,58715
12129,14374
212634,62240
12874,34549
17222,267552
3209,8569
263687,272006
12678,9002
136106,46056
267610,268408
204006,209180
16276,17639
266360,6939
136108,4787
26404,7018
35280,9370
199536,24961
206499,212596
1764,44684
34256,9145
38154,61292
31060,5603
141676,4775
51945,59820
17356,6939
35680,8870
40676,59598
1764,50629
37045,37084
271381,6939
20054,3257
204598,30844
16790,174
49074,5606
57797,57821
11139,202574
14387,21949
41666,58299
133199,134696
197529,6939
1273,2914
16735,267969
27592,3257
28329,6939
5578,57414
20473,212024
36092,7018
174,17511
208372,8881
15694,24906
31359,43785
49350,56721
134431,135607
25091,39107
204941,59734
11086,11426
60042,9002
20485,52040
3356,395891
141461,38158
135428,4768
197506,9002
396547,7342
200303,24940
174,44297
262302,53062
25068,34854
1916,53187
134408,4826
15605,200448
25386,44950
12779,198335
141050,24532
35297,50401
3216,34768
12316,15830
42861,49779
20675,32787
15830,50300
18292,4826
49743,57983
12058,8220
36079,6461
204028,29632
137136,55824
60161,8895
33651,62571
1239,7656
13030,35518
23724,4809
142582,44103
139646,58453
25655,3356
263903,268007
6453,8529
29067,59729
199163,57821
144087,38255
1248,35280
3786,9276
12322,24961
263774,264623
12083,3257
210632,27176
34968,44684
27364,32556
206621,51993
1341,5580
265305,52695
12301,200964
198142,25460
18059,56662
20815,35699
199479,5580
138360,4768
29141,50300
262365,268842
174,46917
196844,9112
11666,23252
12808,30844
271478,35280
1239,62373
12956,174
174,54723
2588,35809
20347,812
196674,6939
12732,25516
327782,6939
174,36249
6802,8745
62098,6696
4800,4826
3301,43645
32460,33287
51253,59497
11862,3356
52376,61521
201454,29695
20021,6939
265525,32098
2152,23323
20464,9498
138112,23947
271800,7303
3356,40040
37721,8426
23693,7713
137509,212123
268895,35280
264288,271168
2687,3918
24904,9002
207063,6939
3356,62693
30517,393983
25990,7268
263047,268151
12779,34895
11509,6461
28618,61795
23005,5740
3326,50304
35280,6876
15796,58057
37721,8304
20485,60042
201063,49800
174,395534
11758,19331
53062,57463
201053,35585
12912,203556
174,31151
206478,47251
16764,174
41327,51569
3303,8612
20562,24724
3257,51823
146336,38255
11096,11214
2497,393226
141425,9808
16875,3549
30613,46887
11164,5050
207613,6939
15169,7575
37066,8452
1299,36351
14907,398196
35943,701
6939,8220
202365,8283
50673,58061
198301,3257
395400,7131
266268,61568
268399,270930
35753,56655
11187,397156
22422,2914
44684,55329
18119,35280
210481,53356
15830,201933
13335,397076
22548,51955
199483,42861
263771,3549
15224,7575
22177,53231
17423,17625
42861,57169
211141,39020
38758,9304
3327,43439
268550,28146
54397,812
24429,4788
34549,4800
3216,39101
24724,49720
13825,14869
207931,49125
213035,3257
268197,268253
20495,6774
207401,34854
46887,53592
31424,48858
210326,2856
7575,803
14921,209
30844,37009
265235,26592
199521,8732
269096,272474
266671,29802
21949,22532
37721,57356
13045,31025
31705,680
393681,6939
13335,8651
23005,393616
37721,57365
31034,50417
208722,56655
134823,9930
328068,37721
3292,44398
20473,213069
137134,45820
328316,37526
3320,33891
30781,8966
145171,38255
266253,3356
136481,9498
12764,204674
15830,42760
16735,266236
20485,207794
3257,62523
18891,33154
6939,8265
39766,6939
47023,6327
24467,32787
24603,29551
265475,4809
133376,7470
3303,35297
19355,6939
12042,8119
198949,43342
18403,34549
22703,3356
23397,46887
201448,8308
198940,34224
145164,38255
267683,3549
34347,47408
137491,139338
30844,35710
18149,2914
41105,42708
22927,"{52444,52493,262231,263742,263786,264656,264758,265736,270022}"
1239,8251
202975,6762
4557,8
63399,6461
16735,268494
136435,17494
33287,36412
51462,8220
264668,271977
327721,36970
24768,2914
212889,43766
39251,44017
139694,32787
45489,58057
266059,6939
20830,34549
11404,39986
201170,2860
3257,40523
63474,6461
199732,6939
210688,58269
29457,8220
398958,6461
263260,269143
24427,63928
209,40122
12247,3112
29691,44919
204860,6939
13110,39834
28329,61877
41327,42176
29504,35236
48858,62044
2914,39498
42988,6731
198507,57976
32707,7018
14559,6461
3257,53560
38553,6939
31133,49966
32097,40065
271481,8167
262355,52560
134594,9255
50629,7713
1103,29141
212034,34019
31822,3754
11664,52319
27963,7004
41881,62250
46450,6939
15699,37721
12400,201093
139887,4134
35631,8595
136288,136334
12969,203715
264806,272031
30844,9498
22652,26288
18693,209
263069,264086
145736,38255
138538,18013
13092,1955
12684,30781
10958,6939
206451,43160
206899,3320
21245,41327
35320,49102
17762,58640
138367,7545
35280,394065
23106,268952
136918,139317
25184,42907
29632,44416
15645,29632
264827,7195
25282,51197
212360,212508
32934,56655
18351,38145
15085,27446
12735,43391
23394,2914
41327,49808
205315,56662
12779,9029
201595,54825
54455,6939
212906,6939
11404,30082
13760,21907
22652,262761
136880,4761
50169,56655
17177,398882
23764,37721
264340,265135
12132,3257
44684,62217
202636,207915
12722,8441
35660,50309
133817,141620
26001,6939
22773,53836
263270,267613
203347,6939
19701,3561
12741,206956
3356,49096
206086,3356
30132,6939
133158,9505
15830,49567
34019,37009
197267,34854
37088,37148
22674,3549
25655,32787
266232,52686
34250,61019
27935,7049
43631,8708
262427,58299
3333,50295
206804,8280
136106,30781
198385,199229
31543,35280
35320,58299
174,5078
12615,1273
20485,51613
56595,6939
17645,4788
12897,35280
3356,8104
149330,38320
13039,34854
16265,42708
136738,38203
30972,50628
209,21799
136005,55824
48758,50928
134639,23947
10674,6939
16507,3356
3491,4195
11666,32881
15694,30725
16875,701
21013,50300
22177,268171
12389,59656
41560,56655
13335,26585
198176,199319
34019,35710
264374,266160
131895,2907
205595,48347
263924,264491
20905,3352
131285,140532
134774,9809
1239,50352
211288,29632
1299,15844
28725,37721
132852,7545
141324,24554
11851,549
3356,393566
3356,46636
199562,6939
1299,202861
17471,58717
149048,58717
16735,268924
2634,6256
7473,9506
211352,50300
34854,6697
36351,48851
146548,38255
15589,42861
267458,269356
62082,6939
20485,39221
1299,205501
139739,3491
22652,54632
132758,134937
41157,6939
174,7049
58057,58188
43142,50300
22772,6939
41327,61844
14630,30844
145079,38255
270405,53102
3333,39591
212855,58057
23815,24482
174,58715
62739,6461
143428,38255
174,50754
34245,6453
13990,3356
20915,3223
209,29976
264594,4230
201053,49888
17639,31229
46154,6939
136843,7713
327782,37100
209181,3333
11077,174
136907,7303
271358,6939
22652,64258
133747,4780
37721,50782
24991,42864
16719,46887
268225,53013
25394,59902
145324,38255
11404,16435
31638,58299
12389,56508
3573,42652
200985,6939
2588,59967
16205,209322
31362,8708
23785,4713
44486,9002
34854,43190
12578,8892
20723,47232
30844,41552
18972,6461
35280,44034
3257,47902
42696,8595
14135,394566
5467,56655
137,205195
400097,7029
263903,268753
12389,196893
24490,24514
13431,701
199095,24961
196621,57118
2686,49606
46887,54532
200562,9002
211150,58002
48702,8220
22609,33668
174,46160
11796,9002
15557,8228
204653,5400
204875,59613
263139,6939
12625,198949
34854,47837
25091,6776
20001,21807
132145,4826
14840,266136
24835,328299
197790,3356
38758,4761
24029,9498
136985,9498
12678,3257
24785,31172
201225,28917
34659,50628
20562,21315
174,53845
21574,263415
139883,23763
3356,394536
4546,4766
3356,7738
145078,38255
132494,132890
201648,2852
13135,3356
3216,56665
12302,205861
49544,6461
200820,8473
203372,6461
9584,9930
210356,262287
58057,9211
56386,56610
60593,61231
46255,81
13335,39392
271253,56662
212508,4651
42546,6939
41327,57091
201764,30781
40585,5650
205394,24785
263484,268815
15830,39386
43858,6939
328333,65117
131721,4800
139998,4800
206313,61218
34224,34577
266788,52361
271023,35280
3257,48850
200280,58057
2554,4694
24679,30781
33490,393408
16024,37721
55581,7575
3356,39279
202,36776
30844,327687
15305,397026
17668,4820
200068,6762
399760,6939
264200,52965
264062,272181
48858,57353
3257,54489
15644,3491
146567,38255
4657,9121
206499,212767
262895,6939
30150,6461
209817,49420
11888,28554
22822,7575
201298,44560
202125,202766
206633,58057
32097,62642
7018,8116
36587,7016
133384,133524
22674,701
29821,3561
206616,6939
395399,577
399681,7018
211083,48362
33891,3462
136557,23858
26506,7195
12779,42605
18642,7018
135441,23951
53196,6939
10362,6939
3257,9116
133846,134835
2764,38561
203936,44684
35751,49505
18408,4750
268737,52878
199997,29075
1299,205890
2711,27527
208566,212896
10913,3725
35280,51151
3408,54004
262352,262989
26663,2828
17941,9619
18451,7575
202022,58057
27292,6461
197793,8359
4766,60068
12956,138915
328734,37271
12389,206668
1820,196831
63472,7016
24961,8893
13780,16584
22652,63131
34019,41552
138378,23910
23779,4713
264004,28283
29632,51752
12625,30781
14907,18859
264215,3356
1103,41678
11664,264629
20940,59919
34984,47952
51925,8551
42667,49420
3257,400475
42965,56662
133278,133690
204809,34347
205335,9121
25428,42861
43872,6939
145735,38255
134640,17995
38802,9304
4766,9864
32261,49367
263355,61832
11796,396969
14840,28166
31472,9002
16164,3356
174,62622
141270,55824
198507,211694
21409,39600
18400,64073
29076,44622
58299,8368
174,263998
1299,47655
24115,4229
11719,2687
1299,42000
55330,58427
15965,47944
205302,8447
174,200700
197190,8220
15133,3491
29298,7385
3216,60832
17922,24115
31025,6661
20473,209297
34854,49941
15830,16024
266460,270793
33652,53454
209,22683
268811,53062
10122,7473
34854,35709
138173,4826
266676,27947
48858,52175
12912,20938
41327,57866
